username,map_label,project_code,sampleMedia,combinedID,sampleID,internalSampleID,visitDate,dateAnalTPTN,TN,TP,dateAnalDiss,disNH4,disNO3,disPO4,dateAnalTDPTDN,TDN,TDP,locName,Pool Volume (cu ft),Location Sortable,specific_location,samp_type,notes,samp_notes,y,x,Mean_TP,Max_TP,Min_TP,Mean_TN,Max_TN,Min_TN,Mean_disNH4,Max_disNH4,Min_disNH4,Mean_disNO3,Max_disNO3,Min_disNO3,Mean_disPO4,Max_disPO4,Min_disPO4
midden_BGSU,20-21,OAKWE,water,OAKWE_20210927_W00190,W00243,W00190,2021-09-27,20211010.0,0.511,0.034,20211004,0.0216,0.0529,,,,,Wetland Pool 43,10000.0,Wetland Pool 43,,sample,,,41.02602689,-83.68331797,0.13166666666666668,0.439,0.034,4.115002333333334,13.07,0.511,0.2613666666666667,0.6932,0.0216,2.1808400000000003,10.4724,0.0529,,,
midden_BGSU,20-21,OAKWE,water,OAKWE_20210927_W00191,W00244,W00191,2021-09-27,20211010.0,0.633,0.12,20211004,,0.0626,0.0747,,,,Wetland Pool 27,5000.0,Wetland Pool 27,,sample,,,41.02508862,-83.68454802,0.2353333333333333,0.326,0.12,4.121655333333333,6.764,0.633,0.0639,0.0639,0.0639,0.0637,0.0648,0.0626,0.0747,0.0747,0.0747
midden_BGSU,20-21,OAKWE,water,OAKWE_20210927_W00192,W00245,W00192,2021-09-27,20211010.0,1.005,0.051,20211004,,0.0462,0.0116,,,,Wetland Pool 26,22424.0,Wetland Pool 26,Edge,sample,,,41.02462547,-83.68476385,0.10855555555555556,0.221,0.037,1.5949301111111112,3.654,0.72,,,,0.07313333333333333,0.1173,0.0462,0.01105,0.0116,0.0105
midden_BGSU,20-21,OAKWE,water,OAKWE_20211022_W00232,W00232,W00232,2021-10-22,20211109.0,0.986,0.055,20211025,,0.0762,,,,,Wetland Pool 40,126000.0,Wetland Pool 40,East side near sonde,sample,,,41.02459111,-83.6852977,0.08807407407407408,0.478,0.02,1.3274607407407406,2.716,0.88,0.045540000000000004,0.0634,0.0212,0.0747351875,0.159463,0.0227,0.0107,0.0107,0.0107
midden_BGSU,20-21,OAKWE,water,OAKWE_20211022_W00233,W00233,W00233,2021-10-22,20211109.0,0.993,0.045,20211025,,0.0652,,,,,Wetland Pool 40,126000.0,Wetland Pool 40,North side,sample,,,41.0249408,-83.68600446,0.08807407407407408,0.478,0.02,1.3274607407407406,2.716,0.88,0.045540000000000004,0.0634,0.0212,0.0747351875,0.159463,0.0227,0.0107,0.0107,0.0107
midden_BGSU,20-21,OAKWE,water,OAKWE_20211022_W00234,W00234,W00234,2021-10-22,20211109.0,1.025,0.038,20211025,0.0634,0.1173,,,,,Wetland Pool 40,126000.0,Wetland Pool 40,West side,sample,,,41.02458436,-83.68601259,0.08807407407407408,0.478,0.02,1.3274607407407406,2.716,0.88,0.045540000000000004,0.0634,0.0212,0.0747351875,0.159463,0.0227,0.0107,0.0107,0.0107
midden_BGSU,20-21,OAKWE,water,OAKWE_20211022_W00235,W00235,W00235,2021-10-22,20211109.0,0.98,0.043,20211025,,0.0428,,,,,Wetland Pool 40,126000.0,Wetland Pool 40,South west corner,sample,,,41.02408627,-83.68646655,0.08807407407407408,0.478,0.02,1.3274607407407406,2.716,0.88,0.045540000000000004,0.0634,0.0212,0.0747351875,0.159463,0.0227,0.0107,0.0107,0.0107
midden_BGSU,20-21,OAKWE,water,OAKWE_20211022_W00236,W00236,W00236,2021-10-22,20211109.0,,0.155,20211025,,0.0621,,,,,Wetland Pool 1,353316.0,Wetland Pool 01,East side,sample,,,41.02416325,-83.69578321,0.18638709677419354,0.791,0.009,2.3716120344827583,11.94,0.014,0.34228888888888886,2.2689,0.0116,0.4273170294117647,8.0644,0.017,0.030720000000000004,0.081,0.0013
midden_BGSU,20-21,OAKWE,water,OAKWE_20211022_W00237,W00237,W00237,2021-10-22,20211109.0,1.483,0.197,20211025,0.0116,0.0558,,,,,Wetland Pool 1,353316.0,Wetland Pool 01,North side,sample,,,41.024451,-83.69628101,0.18638709677419354,0.791,0.009,2.3716120344827583,11.94,0.014,0.34228888888888886,2.2689,0.0116,0.4273170294117647,8.0644,0.017,0.030720000000000004,0.081,0.0013
midden_BGSU,20-21,OAKWE,water,OAKWE_20211022_W00238,W00238,W00238,2021-10-22,20211109.0,,0.185,20211025,,0.0564,,,,,Wetland Pool 1,353316.0,Wetland Pool 01,West side,sample,,,41.02432004,-83.69678543,0.18638709677419354,0.791,0.009,2.3716120344827583,11.94,0.014,0.34228888888888886,2.2689,0.0116,0.4273170294117647,8.0644,0.017,0.030720000000000004,0.081,0.0013
midden_BGSU,20-21,OAKWE,water,OAKWE_20211022_W00239,W00239,W00239,2021-10-22,20211109.0,,0.207,20211025,,0.0534,,,,,Wetland Pool 1,353316.0,Wetland Pool 01,South side at sonde,sample,,,41.02412373,-83.6962831,0.18638709677419354,0.791,0.009,2.3716120344827583,11.94,0.014,0.34228888888888886,2.2689,0.0116,0.4273170294117647,8.0644,0.017,0.030720000000000004,0.081,0.0013
midden_BGSU,20-21,OAKWE,water,OAKWE_20211201_W00289,W00289,W00289,2021-12-01,20211203.0,1.071,0.05,20211201,,0.0644,,,,,Wetland Pool 40,126000.0,Wetland Pool 40,at sonde location,sample,Pool 40 at sonde location,,41.02443525,-83.68538582,0.08807407407407408,0.478,0.02,1.3274607407407406,2.716,0.88,0.045540000000000004,0.0634,0.0212,0.0747351875,0.159463,0.0227,0.0107,0.0107,0.0107
midden_BGSU,20-21,OAKWE,water,OAKWE_20211201_W00290,W00290,W00290,2021-12-01,20211203.0,1.073,0.047,20211201,,0.0285,,,,,Wetland Pool 40,126000.0,Wetland Pool 40,near sonde,replicate,Pool 40 near sonde,,41.02443535,-83.68538192,0.08807407407407408,0.478,0.02,1.3274607407407406,2.716,0.88,0.045540000000000004,0.0634,0.0212,0.0747351875,0.159463,0.0227,0.0107,0.0107,0.0107
midden_BGSU,20-21,OAKWE,water,OAKWE_20211201_W00291,W00291,W00291,2021-12-01,20211203.0,0.963,0.074,20211201,,0.0304,0.0113,,,,Wetland Pool 1,353316.0,Wetland Pool 01,at sonde location,sample,Pool 1 at sonde location,,41.02412527,-83.69574866,0.18638709677419354,0.791,0.009,2.3716120344827583,11.94,0.014,0.34228888888888886,2.2689,0.0116,0.4273170294117647,8.0644,0.017,0.030720000000000004,0.081,0.0013
midden_BGSU,20-21,OAKWE,water,OAKWE_20211201_W00292,W00292,W00292,2021-12-01,20211203.0,1.021,0.075,20211201,,0.0361,,,,,Wetland Pool 1,353316.0,Wetland Pool 01,at sonde location,replicate,Pool 1 at sonde location,,41.0241217,-83.69576117,0.18638709677419354,0.791,0.009,2.3716120344827583,11.94,0.014,0.34228888888888886,2.2689,0.0116,0.4273170294117647,8.0644,0.017,0.030720000000000004,0.081,0.0013
midden_BGSU,20-21,OAKWE,water,OAKWE_20211201_W00293,W00293,W00293,2021-12-01,20211203.0,0.014,,20211201,,0.0277,,,,,Wetland Pool 1,353316.0,Wetland Pool 01,,blank,Field blank,,41.02412354,-83.6957604,0.18638709677419354,0.791,0.009,2.3716120344827583,11.94,0.014,0.34228888888888886,2.2689,0.0116,0.4273170294117647,8.0644,0.017,0.030720000000000004,0.081,0.0013
midden_BGSU,20-21,OAKWE,water,OAKWE_20220401_W00353,W00353,W00353,2022-04-01,20220408.0,1.992,,20220405,,1.6937,,,,,Aurand Run downstream,,Aurand Run downstream,,sample,,,41.02389667,-83.698205,0.0455,0.122,0.016,1.75824,7.272,0.220779,0.05790000000000001,0.1024,0.0279,1.3299103333333333,6.4222,0.094,0.012549999999999999,0.0133,0.0118
midden_BGSU,20-21,OAKWE,water,OAKWE_20220401_W00354,W00354,W00354,2022-04-01,20220408.0,1.878,0.41,20220405,,0.1785,,,,,Wetland Pool 1,353316.0,Wetland Pool 01,,sample,,,41.02395167,-83.69677667,0.18638709677419354,0.791,0.009,2.3716120344827583,11.94,0.014,0.34228888888888886,2.2689,0.0116,0.4273170294117647,8.0644,0.017,0.030720000000000004,0.081,0.0013
midden_BGSU,20-21,OAKWE,water,OAKWE_20220401_W00355,W00355,W00355,2022-04-01,20220408.0,1.973,,20220405,,1.7361,,,,,Aurand Run connection to P1,,Aurand Run connection to P1,,sample,,,41.02350167,-83.69614,0.11739999999999999,0.45,0.011,2.7123605454545454,11.79,0.21334,0.0736,0.2631,0.0144,2.1385950000000005,9.3702,0.1076,0.07723333333333333,0.16,0.0144
midden_BGSU,20-21,OAKWE,water,OAKWE_20220401_W00356,W00356,W00356,2022-04-01,20220408.0,0.564,0.046,20220405,,0.125,,,,,Wetland Pool 3,5050.0,Wetland Pool 03,West edge,sample,,Shallow with lots of vegetation,41.02336667,-83.69515333,0.05433333333333334,0.06,0.046,0.7703333333333333,0.957,0.564,0.0445,0.059,0.03,0.125,0.125,0.125,0.013500000000000002,0.017,0.01
midden_BGSU,20-21,OAKWE,water,OAKWE_20220401_W00357,W00357,W00357,2022-04-01,20220408.0,0.69,0.056,20220405,,0.1226,,,,,Wetland Pool 2,7383.0,Wetland Pool 02,,sample,,,41.02396333,-83.69496833,0.2728333333333333,0.69,0.056,2.7486666666666664,6.268,0.69,0.032,0.033,0.031,0.13154775,0.188591,0.0594,0.035108,0.054216,0.016
midden_BGSU,20-21,OAKWE,water,OAKWE_20220401_W00358,W00358,W00358,2022-04-01,20220408.0,0.416,0.068,20220405,,0.1169,,,,,Wetland Pool 4,49146.0,Wetland Pool 04,,sample,,Area surrounding this pool is hummock and hollow and the hollows are holding a lot of water. There is no dry boundary between some pools.,41.02375333,-83.69376,0.15163636363636362,0.445,0.054,1.877506818181818,4.471,0.416,0.09705,0.1956,0.0267,0.13835,0.1732,0.0922,0.03106666666666667,0.0435,0.0174
midden_BGSU,20-21,OAKWE,water,OAKWE_20220401_W00359,W00359,W00359,2022-04-01,20220408.0,0.824,0.091,20220405,,0.1688,,,,,Wetland Pool 6,8055.0,Wetland Pool 06,,sample,,Difficult to find a dry area for staging sampling gear,41.02399833,-83.69329,0.3162,0.91,0.091,2.6555936000000004,5.86,0.824,0.0598,0.0598,0.0598,0.17863333333333334,0.2437,0.1234,0.02635,0.0414,0.0113
midden_BGSU,20-21,OAKWE,water,OAKWE_20220401_W00360,W00360,W00360,2022-04-01,20220408.0,0.647,0.028,20220405,,0.1217,,,,,Wetland Pool 7,9620.0,Wetland Pool 07,South edge,sample,,Almost no boundaries between some pools,41.02391667,-83.6928,0.091,0.154,0.028,1.3904999999999998,2.134,0.647,,,,0.08605,0.1217,0.0504,,,
midden_BGSU,20-21,OAKWE,water,OAKWE_20220401_W00361,W00361,W00361,2022-04-01,20220408.0,0.504,0.071,20220405,,0.0986,,,,,Wetland Pool 8,6000.0,Wetland Pool 08,North edge,sample,,,41.02390667,-83.69276833,0.3268333333333333,1.16,0.06,2.8573513333333334,6.46,0.504,1.2161,1.2161,1.2161,0.112525,0.1758,0.0502,0.09143333333333332,0.1776,0.0195
midden_BGSU,20-21,OAKWE,water,OAKWE_20220401_W00362,W00362,W00362,2022-04-01,20220408.0,0.699,0.179,20220405,,0.1372,,,,,Wetland Pool 9,52478.0,Wetland Pool 09,North edge,sample,,,41.023555,-83.69244,0.22999999999999998,0.444,0.108,2.2430332,4.26,0.699,0.2761,0.2947,0.2575,0.11418333333333335,0.1742,0.0503,0.0169,0.0169,0.0169
midden_BGSU,20-21,OAKWE,water,OAKWE_20220401_W00363,W00363,W00363,2022-04-01,20220408.0,0.74,0.088,20220405,,0.1422,,,,,Wetland Pool 11,4000.0,Wetland Pool 11,West edge,sample,,,41.02361667,-83.69210667,0.11866666666666666,0.14,0.088,1.515,2.965,0.74,,,,0.1391,0.1422,0.136,0.0334,0.0334,0.0334
midden_BGSU,20-21,OAKWE,water,OAKWE_20220401_W00364,W00364,W00364,2022-04-01,20220408.0,0.81,0.065,20220405,,0.1138,,,,,Wetland Pool 12,12750.0,Wetland Pool 12,South edge,sample,,,41.02406,-83.69191667,0.36588888888888893,1.503,0.05,3.307778,12.95108,0.559,0.598,1.1857,0.0103,0.1022,0.1887,0.037,0.0148,0.0161,0.0135
midden_BGSU,20-21,OAKWE,water,OAKWE_20220401_W00365,W00365,W00365,2022-04-01,20220408.0,0.559,0.052,20220405,,0.1294,,,,,Wetland Pool 12,12750.0,Wetland Pool 12,Southwest edge,sample,,,41.02404833,-83.69138167,0.36588888888888893,1.503,0.05,3.307778,12.95108,0.559,0.598,1.1857,0.0103,0.1022,0.1887,0.037,0.0148,0.0161,0.0135
midden_BGSU,20-21,OAKWE,water,OAKWE_20220401_W00366,W00366,W00366,2022-04-01,20220408.0,0.455,0.065,20220405,,0.1248,,,,,Wetland Pool 13,6000.0,Wetland Pool 13,West edge,sample,,,41.02396667,-83.69073333,0.1462,0.39,0.044,1.6569292,2.854,0.455,0.02855,0.031,0.0261,0.107575,0.1997,0.0505,0.0433,0.0433,0.0433
midden_BGSU,20-21,OAKWE,water,OAKWE_20220401_W00367,W00367,W00367,2022-04-01,20220408.0,0.484,0.093,20220405,,0.1161,0.016,,,,Wetland Pool 18,19452.0,Wetland Pool 18,West edge,sample,,,41.02389167,-83.68997,0.09984615384615385,0.261,0.04,1.4081614615384614,2.537,0.484,0.12544,0.3864,0.0307,0.113521125,0.174,0.01,0.0682,0.169,0.016
midden_BGSU,20-21,OAKWE,water,OAKWE_20220415_W00384,W00384,W00384,2022-04-15,20220426.0,7.272,0.122,20220419,0.0322,6.4222,,,,,Aurand Run downstream,,Aurand Run downstream,,sample,,,41.02391833,-83.69821167,0.0455,0.122,0.016,1.75824,7.272,0.220779,0.05790000000000001,0.1024,0.0279,1.3299103333333333,6.4222,0.094,0.012549999999999999,0.0133,0.0118
midden_BGSU,20-21,OAKWE,water,OAKWE_20220415_W00385,W00385,W00385,2022-04-15,20220426.0,0.96,0.167,20220419,,0.0721,,,,,Wetland Pool 1,353316.0,Wetland Pool 01,SE edge near connection,sample,,,41.02387167,-83.69616667,0.18638709677419354,0.791,0.009,2.3716120344827583,11.94,0.014,0.34228888888888886,2.2689,0.0116,0.4273170294117647,8.0644,0.017,0.030720000000000004,0.081,0.0013
midden_BGSU,20-21,OAKWE,water,OAKWE_20220415_W00386,W00386,W00386,2022-04-15,20220426.0,6.591,0.093,20220419,0.0243,5.8641,,,,,Aurand Run connection to P1,,Aurand Run connection to P1,,sample,,,41.02354833,-83.69614667,0.11739999999999999,0.45,0.011,2.7123605454545454,11.79,0.21334,0.0736,0.2631,0.0144,2.1385950000000005,9.3702,0.1076,0.07723333333333333,0.16,0.0144
midden_BGSU,20-21,OAKWE,water,OAKWE_20220415_W00387,W00387,W00387,2022-04-15,20220426.0,0.759,0.065,20220419,,0.0534,,,,,Wetland Pool 5,4000.0,Wetland Pool 05,West edge,sample,,,41.02326333,-83.69358167,0.3196666666666667,0.626,0.065,3.705,5.204,0.759,0.2551,0.2551,0.2551,0.056600000000000004,0.0664,0.05,0.0176,0.0176,0.0176
midden_BGSU,20-21,OAKWE,water,OAKWE_20220415_W00388,W00388,W00388,2022-04-15,20220426.0,0.666,0.045,20220419,,0.0447,,,,,Wetland Pool 10,2000.0,Wetland Pool 10,Near center,sample,,,41.02299333,-83.69168167,0.2525,0.46,0.045,1.098,1.53,0.666,,,,0.08205,0.1194,0.0447,0.1673,0.1673,0.1673
midden_BGSU,20-21,OAKWE,water,OAKWE_20220415_W00389,W00389,W00389,2022-04-15,20220426.0,0.589,0.034,20220419,,0.0604,,,,,Wetland Pool 15,19500.0,Wetland Pool 15,,sample,,,41.02324,-83.69115,0.159,0.286,0.034,2.1286666666666667,3.085,0.589,0.067,0.067,0.067,0.06163333333333334,0.0629,0.0604,0.0228,0.0228,0.0228
midden_BGSU,20-21,OAKWE,water,OAKWE_20220415_W00390,W00390,W00390,2022-04-15,20220426.0,0.815,0.043,20220419,,0.0547,,,,,Wetland Pool 16,4000.0,Wetland Pool 16,West edge,sample,,,41.02307667,-83.69081667,0.1,0.157,0.043,1.3365,1.858,0.815,,,,0.041249999999999995,0.0547,0.0278,,,
midden_BGSU,20-21,OAKWE,water,OAKWE_20220415_W00391,W00391,W00391,2022-04-15,20220426.0,0.723,0.074,20220419,,0.0644,,,,,Wetland Pool 19,11124.0,Wetland Pool 19,West south edge,sample,,,41.0231,-83.69028833,0.17655555555555558,0.642,0.02,2.048147888888889,5.231225,0.124,0.6717,0.6717,0.6717,0.12080000000000002,0.2136,0.0246,0.0145,0.0145,0.0145
midden_BGSU,20-21,OAKWE,water,OAKWE_20220415_W00392,W00392,W00392,2022-04-15,20220426.0,0.691,0.073,20220419,0.011,0.052,,,,,Wetland Pool 17,2000.0,Wetland Pool 17,NE edge,sample,,Full of tall grass. Difficult to see until you walk into it. ,41.0236,-83.69033,0.073,0.073,0.073,0.691,0.691,0.691,0.011,0.011,0.011,0.052,0.052,0.052,,,
midden_BGSU,20-21,OAKWE,water,OAKWE_20220415_W00393,W00393,W00393,2022-04-15,20220426.0,0.78,0.085,20220419,0.0194,0.0673,0.0127,,,,Wetland Pool 14,4000.0,Wetland Pool 14,East side,sample,,Lots of tall grass,41.02388167,-83.69051667,0.28025,0.884,0.072,2.4282500000000002,6.487,0.78,0.04173333333333334,0.075,0.0194,0.280889,0.681067,0.0673,0.019549999999999998,0.0264,0.0127
midden_BGSU,20-21,OAKWE,water,OAKWE_20220415_W00394,W00394,W00394,2022-04-15,20220426.0,0.638,0.044,20220419,,0.0553,,,,,Wetland Pool 13,6000.0,Wetland Pool 13,,sample,,No veg in this pool. Deeper than others. ,41.02400667,-83.69102667,0.1462,0.39,0.044,1.6569292,2.854,0.455,0.02855,0.031,0.0261,0.107575,0.1997,0.0505,0.0433,0.0433,0.0433
midden_BGSU,20-21,OAKWE,water,OAKWE_20220415_W00395,W00395,W00395,2022-04-15,20220426.0,1.097,0.09,20220419,0.0103,0.037,,,,,Wetland Pool 12,12750.0,Wetland Pool 12,West side,sample,,,41.02409333,-83.691805,0.36588888888888893,1.503,0.05,3.307778,12.95108,0.559,0.598,1.1857,0.0103,0.1022,0.1887,0.037,0.0148,0.0161,0.0135
midden_BGSU,20-21,OAKWE,water,OAKWE_20220415_W00396,W00396,W00396,2022-04-15,20220426.0,7.74,0.104,20220419,0.0175,6.8319,0.0236,,,,Aurand Run upstream,,Aurand Run upstream,,sample,,,41.01942333,-83.688145,0.039,0.104,0.012,3.079126,15.57,0.272056,0.0908625,0.2311,0.0175,2.8381375,13.9452,0.0979,0.0236,0.0236,0.0236
midden_BGSU,20-21,OAKWE,water,OAKWE_20220415_W00397,W00397,W00397,2022-04-15,20220426.0,0.704,0.067,20220419,,0.0758,0.0105,,,,Wetland Pool 25,15000.0,Wetland Pool 25,SE corner,sample,,Merged with pool to NE,41.02385833,-83.68438667,0.18185714285714286,0.598,0.06,1.4995155714285713,3.365,0.68,0.07935,0.138,0.0207,0.0902,0.1227,0.0721,0.0453,0.133,0.0105
midden_BGSU,20-21,OAKWE,water,OAKWE_20220415_W00398,W00398,W00398,2022-04-15,20220426.0,0.939,0.093,20220419,0.0212,0.0295,0.0107,,,,Wetland Pool 40,126000.0,Wetland Pool 40,,sample,,Merged with other pools. See separate video. ,41.02477667,-83.68503333,0.08807407407407408,0.478,0.02,1.3274607407407406,2.716,0.88,0.045540000000000004,0.0634,0.0212,0.0747351875,0.159463,0.0227,0.0107,0.0107,0.0107
midden_BGSU,20-21,OAKWE,water,OAKWE_20220415_W00399,W00399,W00399,2022-04-15,20220426.0,0.926,0.084,20220419,,0.0463,,,,,Wetland Pool 35,26318.0,Wetland Pool 35,South edge,sample,,,41.02624333,-83.68290667,0.141875,0.28,0.054,1.933630125,3.1,0.875,0.1732,0.1732,0.1732,0.07195,0.116,0.0463,0.0657,0.0657,0.0657
midden_BGSU,20-21,OAKWE,water,OAKWE_20220415_W00400,W00400,W00400,2022-04-15,20220426.0,0.688,0.036,20220419,0.004,0.0433,,,,,Wetland Pool 38,15000.0,Wetland Pool 38,South edge,sample,,Isolated and well defined boundary,41.02655333,-83.68188833,0.16716666666666669,0.275,0.036,2.4038666666666666,4.97,0.688,0.0737,0.1434,0.004,0.0903168,0.158084,0.0433,0.08995,0.1057,0.0742
midden_BGSU,20-21,OAKWE,water,OAKWE_20220415_W00401,W00401,W00401,2022-04-15,20220426.0,0.643,0.036,20220419,,0.0403,,,,,Wetland Pool 37,10000.0,Wetland Pool 37,South edge,sample,,,41.02690667,-83.68200167,0.0912,0.273,0.02,2.1038,6.122,0.63,,,,0.08722339999999999,0.171317,0.0403,0.0116,0.0116,0.0116
midden_BGSU,20-21,OAKWE,water,OAKWE_20220415_W00402,W00402,W00402,2022-04-15,20220426.0,1.202,0.194,20220419,,0.0526,,,,,Wetland Pool 36,5000.0,Wetland Pool 36,NE side,sample,,,41.02667,-83.68387,0.2032,0.36,0.02,1.7152,5.31,0.67,1.9395,1.9395,1.9395,0.21642,0.5743,0.0526,0.148,0.1759,0.1095
midden_BGSU,20-21,OAKWE,water,OAKWE_20220415_W00403,W00403,W00403,2022-04-15,20220426.0,1.0,0.071,20220419,0.0122,0.0514,,,,,Wetland Pool 42,15000.0,Wetland Pool 42,East end,sample,,Merged with 31,41.026155,-83.684495,0.3547272727272727,1.655,0.05,3.3046794545454548,13.304,0.627,0.039575,0.0857,0.0122,0.09614285714285715,0.1488,0.0462,0.07243333333333334,0.1044,0.0214
midden_BGSU,20-21,OAKWE,water,OAKWE_20220415_W00404,W00404,W00404,2022-04-15,20220426.0,0.822,0.078,20220419,,0.0545,,,,,Wetland Pool 30,20000.0,Wetland Pool 30,East edge,sample,,Merged with other pools,41.02580667,-83.686035,0.1769090909090909,0.851,0.03,2.2388654545454547,8.23239,0.54,0.44480000000000003,0.8675,0.0221,0.1876125,0.8054,0.0545,0.0763,0.1181,0.0345
midden_BGSU,20-21,OAKWE,water,OAKWE_20220415_W00405,W00405,W00405,2022-04-15,20220426.0,0.731,0.054,20220419,,0.0433,,,,,Wetland Pool 22,15000.0,Wetland Pool 22,East end,sample,,,41.02496833,-83.68720333,0.17833333333333334,0.456,0.036,1.7066666666666663,5.18,0.704,0.051500000000000004,0.058,0.045,0.165781,0.4992,0.0433,0.1558,0.1558,0.1558
midden_BGSU,20-21,OAKWE,water,OAKWE_20220415_W00406,W00406,W00406,2022-04-15,20220426.0,0.548,0.025,20220419,0.0147,0.0255,,,,,Wetland Pool 39,30000.0,Wetland Pool 39,East end,sample,,,41.02447333,-83.687055,0.10725,0.32,0.025,1.605461625,2.687,0.51,0.0147,0.0147,0.0147,0.0715,0.1173,0.0255,0.018866666666666667,0.0225,0.0121
midden_BGSU,20-21,OAKWE,water,OAKWE_20220415_W00407,W00407,W00407,2022-04-15,20220426.0,0.734,0.055,20220419,,0.0445,,,,,Wetland Pool 21,14085.0,Wetland Pool 21,NE corner,sample,,,41.02401833,-83.686875,0.11139999999999999,0.216,0.055,1.4663976,2.385,0.734,,,,0.0655,0.0938,0.0445,0.0614,0.0614,0.0614
midden_BGSU,20-21,OAKWE,water,OAKWE_20220415_W00408,W00408,W00408,2022-04-15,20220426.0,1.665,0.329,20220419,,0.0423,0.0234,,,,Wetland Pool 20,5000.0,Wetland Pool 20,,sample,,Totally grown with tall grasses,41.02360333,-83.68796667,0.47733333333333333,1.049,0.054,0.7924,1.665,0.12,0.0356,0.0356,0.0356,0.08742055363636364,0.166595,0.0126,0.46295,0.9025,0.0234
midden_BGSU,20-21,OAKWE,water,OAKWE_20220615_W00473,W00473,W00473,2022-06-15,20220630.0,1.9,0.215,20220615,,0.7441,0.0341,,,,Wetland Pool 1,353316.0,Wetland Pool 01,Near center,sample,,Near sonde,41.02420833,-83.69623667,0.18638709677419354,0.791,0.009,2.3716120344827583,11.94,0.014,0.34228888888888886,2.2689,0.0116,0.4273170294117647,8.0644,0.017,0.030720000000000004,0.081,0.0013
midden_BGSU,20-21,OAKWE,water,OAKWE_20220615_W00474,W00474,W00474,2022-06-15,20220630.0,1.58,0.155,20220615,,0.5507,0.0285,,,,Wetland Pool 1,353316.0,Wetland Pool 01,Near center,replicate,,Near sonde,41.02417333,-83.69621833,0.18638709677419354,0.791,0.009,2.3716120344827583,11.94,0.014,0.34228888888888886,2.2689,0.0116,0.4273170294117647,8.0644,0.017,0.030720000000000004,0.081,0.0013
midden_BGSU,20-21,OAKWE,water,OAKWE_20220615_W00475,W00475,W00475,2022-06-15,20220630.0,1.63,0.193,20220615,,0.4366,0.0479,,,,Wetland Pool 1,353316.0,Wetland Pool 01,Near south shore,sample,,,41.02391167,-83.69629,0.18638709677419354,0.791,0.009,2.3716120344827583,11.94,0.014,0.34228888888888886,2.2689,0.0116,0.4273170294117647,8.0644,0.017,0.030720000000000004,0.081,0.0013
midden_BGSU,20-21,OAKWE,water,OAKWE_20220615_W00476,W00476,W00476,2022-06-15,20220630.0,9.7,0.281,20220615,,0.1682,0.0467,,,,Wetland Pool 1,353316.0,Wetland Pool 01,Near south shore,replicate,,,41.02395333,-83.696325,0.18638709677419354,0.791,0.009,2.3716120344827583,11.94,0.014,0.34228888888888886,2.2689,0.0116,0.4273170294117647,8.0644,0.017,0.030720000000000004,0.081,0.0013
midden_BGSU,20-21,OAKWE,water,OAKWE_20220615_W00477,W00477,W00477,2022-06-15,20220630.0,,,20220615,,,,,,,Wetland Pool 1,353316.0,Wetland Pool 01,Field blank at van,blank,,,41.02502667,-83.69826333,0.18638709677419354,0.791,0.009,2.3716120344827583,11.94,0.014,0.34228888888888886,2.2689,0.0116,0.4273170294117647,8.0644,0.017,0.030720000000000004,0.081,0.0013
midden_BGSU,20-21,OAKWE,water,OAKWE_20220615_W00478,W00478,W00478,2022-06-15,20220630.0,,,20220615,,0.017,,,,,Wetland Pool 1,353316.0,Wetland Pool 01,Field blank at van,blank,,,41.02502667,-83.69826333,0.18638709677419354,0.791,0.009,2.3716120344827583,11.94,0.014,0.34228888888888886,2.2689,0.0116,0.4273170294117647,8.0644,0.017,0.030720000000000004,0.081,0.0013
midden_BGSU,20-21,OAKWE,water,OAKWE_20220615_W00479,W00479,W00479,2022-06-15,20220630.0,0.88,0.043,20220615,,,,,,,Wetland Pool 40,126000.0,Wetland Pool 40,Southeast corner,sample,,,41.024735,-83.68510167,0.08807407407407408,0.478,0.02,1.3274607407407406,2.716,0.88,0.045540000000000004,0.0634,0.0212,0.0747351875,0.159463,0.0227,0.0107,0.0107,0.0107
midden_BGSU,20-21,OAKWE,water,OAKWE_20220615_W00480,W00480,W00480,2022-06-15,20220630.0,0.94,0.047,20220615,,,,,,,Wetland Pool 40,126000.0,Wetland Pool 40,Southeast corner,replicate,,,41.02473667,-83.68510167,0.08807407407407408,0.478,0.02,1.3274607407407406,2.716,0.88,0.045540000000000004,0.0634,0.0212,0.0747351875,0.159463,0.0227,0.0107,0.0107,0.0107
midden_BGSU,20-21,OAKWE,water,OAKWE_20220714_W02504,W02504,W02504,2022-07-14,20220721.0,,,20220718,,0.069,,,,,Wetland Pool 1,353316.0,Wetland Pool 01,Field blank,blank,,,41.02485667,-83.69820667,0.18638709677419354,0.791,0.009,2.3716120344827583,11.94,0.014,0.34228888888888886,2.2689,0.0116,0.4273170294117647,8.0644,0.017,0.030720000000000004,0.081,0.0013
midden_BGSU,20-21,OAKWE,water,OAKWE_20220714_W02505,W02505,W02505,2022-07-14,20220721.0,,,20220718,,0.0777,,,,,Wetland Pool 1,353316.0,Wetland Pool 01,Field blank,blank,,,41.02505333,-83.69824167,0.18638709677419354,0.791,0.009,2.3716120344827583,11.94,0.014,0.34228888888888886,2.2689,0.0116,0.4273170294117647,8.0644,0.017,0.030720000000000004,0.081,0.0013
